id_number,Nat,Edad,coding
1523,Chile,-1,C_X_MID
4067,arg,36,A_1988_LOWER
2752,Uruguay,-1,U_X_MID
3989,Brazil,30,B_1994_LOWER
374,chile,70,C_1954_UPPER
2470,uruguay,35,U_1989_MID
3457,México,71,M_1953_MID
4524,Mexico,-1,M_X_MID
1697,arg,54,A_1970_LOWER
1070,arg,40,A_1984_LOWER
3001,Chile,74,C_1950_UPPER
1878,,41,X_1983_UPPER
3533,Mexico,55,M_1969_UPPER
4203,arg,49,A_1975_LOWER
4544,Paraguay,79,P_1945_LOWER
825,PAR,-1,P_X_MID
4503,Uruguay,29,U_1995_MID
4871,Mexico,71,M_1953_UPPER
534,Mexico,-1,M_X_UPPER
1292,CH,56,C_1968_LOWER
4096,Argentina,53,A_1971_UPPER
2273,Brasil,38,B_1986_UPPER
1120,Uruguay,-1,U_X_MID
3952,Paraguay,29,P_1995_LOWER
4384,arg,81,A_1943_LOWER
367,Brasil,41,B_1983_UPPER
4927,BRA,70,B_1954_UPPER
313,MEX,-1,M_X_MID
3199,uruguay,59,U_1965_MID
1374,URU,-1,U_X_UPPER
4051,uruguay,39,U_1985_UPPER
4492,PAR,57,P_1967_UPPER
284,PAR,76,P_1948_UPPER
4021,chile,68,C_1956_UPPER
4897,,38,X_1986_UPPER
442,Paraguay,-1,P_X_LOWER
1833,Argentina,72,A_1952_LOWER
3657,chile,-1,C_X_LOWER
2937,México,36,M_1988_UPPER
3678,Mexico,64,M_1960_MID
2992,México,62,M_1962_LOWER
555,URU,48,U_1976_LOWER
1996,argentina,64,A_1960_UPPER
2244,Brasil,75,B_1949_UPPER
3757,Argentina,41,A_1983_LOWER
2553,arg,75,A_1949_UPPER
1734,argentina,43,A_1981_UPPER
1377,argentina,42,A_1982_UPPER
876,México,52,M_1972_LOWER
578,BRA,39,B_1985_UPPER
1241,Mexico,43,M_1981_LOWER
240,chile,74,C_1950_MID
214,Chile,40,C_1984_UPPER
2725,URU,78,U_1946_LOWER
187,Argentina,51,A_1973_LOWER
747,PAR,61,P_1963_LOWER
4705,uruguay,68,U_1956_UPPER
1283,MEX,42,M_1982_MID
2137,URU,34,U_1990_LOWER
3547,MEX,31,M_1993_LOWER
1184,URU,44,U_1980_MID
4569,México,65,M_1959_MID
1262,arg,39,A_1985_LOWER
3540,Chile,63,C_1961_MID
3610,arg,77,A_1947_MID
517,México,34,M_1990_LOWER
922,CH,55,C_1969_LOWER
4360,PAR,45,P_1979_LOWER
4454,Chile,37,C_1987_MID
2667,chile,61,C_1963_LOWER
128,uruguay,56,U_1968_MID
1089,argentina,54,A_1970_LOWER
24,Uruguay,68,U_1956_UPPER
2446,uruguay,73,U_1951_UPPER
2075,CH,83,C_1941_UPPER
2272,argentina,46,A_1978_LOWER
4261,argentina,33,A_1991_LOWER
2331,chile,39,C_1985_LOWER
3279,CH,67,C_1957_UPPER
2838,Argentina,-1,A_X_LOWER
1884,,50,X_1974_UPPER
2423,México,40,M_1984_UPPER
338,Uruguay,51,U_1973_MID
3854,Chile,74,C_1950_UPPER
1147,uruguay,-1,U_X_LOWER
1627,BRA,63,B_1961_UPPER
590,uruguay,47,U_1977_LOWER
2938,arg,64,A_1960_LOWER
702,México,74,M_1950_MID
872,CH,55,C_1969_MID
192,BRA,-1,B_X_MID
3069,chile,82,C_1942_UPPER
1998,PAR,61,P_1963_MID
178,uruguay,55,U_1969_LOWER
142,uruguay,47,U_1977_UPPER
3581,URU,31,U_1993_LOWER
2711,,30,X_1994_UPPER
1253,Uruguay,52,U_1972_MID
1185,PAR,46,P_1978_LOWER
473,Paraguay,65,P_1959_LOWER
3972,Uruguay,25,U_1999_MID
3369,Argentina,-1,A_X_MID
3907,Brazil,46,B_1978_LOWER
3708,chile,37,C_1987_MID
1707,Chile,-1,C_X_LOWER
1131,CH,83,C_1941_UPPER
1268,,-1,X_X_LOWER
108,MEX,59,M_1965_UPPER
3736,chile,53,C_1971_UPPER
2926,PAR,28,P_1996_MID
1074,MEX,42,M_1982_MID
715,BRA,51,B_1973_MID
253,,-1,X_X_UPPER
535,Uruguay,34,U_1990_MID
807,uruguay,31,U_1993_LOWER
2655,MEX,-1,M_X_MID
2902,Argentina,54,A_1970_LOWER
838,uruguay,37,U_1987_LOWER
3495,Uruguay,30,U_1994_MID
1488,Argentina,67,A_1957_UPPER
466,BRA,77,B_1947_MID
3611,argentina,64,A_1960_MID
4484,Paraguay,-1,P_X_LOWER
4716,arg,48,A_1976_MID
1239,Uruguay,38,U_1986_MID
1790,Uruguay,43,U_1981_MID
881,MEX,71,M_1953_UPPER
1433,arg,-1,A_X_LOWER
179,,30,X_1994_LOWER
666,URU,69,U_1955_UPPER
4194,,53,X_1971_UPPER
3006,PAR,56,P_1968_LOWER
532,argentina,45,A_1979_UPPER
204,URU,43,U_1981_UPPER
4566,argentina,56,A_1968_UPPER
3,Mexico,47,M_1977_LOWER
4538,Mexico,75,M_1949_UPPER
2247,,70,X_1954_UPPER
2454,Argentina,72,A_1952_MID
2958,Uruguay,-1,U_X_MID
3015,BRA,61,B_1963_UPPER
1500,Chile,83,C_1941_UPPER
3662,Paraguay,41,P_1983_LOWER
727,Paraguay,72,P_1952_LOWER
4175,Brasil,77,B_1947_UPPER
2497,arg,-1,A_X_LOWER
3215,arg,35,A_1989_MID
3641,CH,84,C_1940_UPPER
1455,Uruguay,52,U_1972_MID
4679,Mexico,44,M_1980_MID
3452,Argentina,82,A_1942_LOWER
1960,URU,35,U_1989_MID
298,CH,39,C_1985_LOWER
1350,uruguay,-1,U_X_LOWER
4463,Mexico,47,M_1977_LOWER
2832,Paraguay,-1,P_X_LOWER
2836,Mexico,71,M_1953_UPPER
1153,MEX,50,M_1974_MID
4157,URU,61,U_1963_LOWER
2776,México,59,M_1965_MID
1457,Brasil,33,B_1991_UPPER
3754,BRA,31,B_1993_MID
3329,Brazil,28,B_1996_LOWER
1003,uruguay,47,U_1977_MID
749,México,78,M_1946_MID
3676,Brazil,-1,B_X_LOWER
2172,México,47,M_1977_UPPER
2750,Argentina,-1,A_X_LOWER
885,Brasil,53,B_1971_UPPER
910,Paraguay,78,P_1946_LOWER
4619,Brazil,-1,B_X_LOWER
4673,Chile,73,C_1951_UPPER
3240,CH,65,C_1959_UPPER
994,Paraguay,43,P_1981_LOWER
569,México,63,M_1961_UPPER
4846,URU,74,U_1950_UPPER
70,MEX,75,M_1949_MID
1289,Mexico,58,M_1966_LOWER
888,chile,53,C_1971_MID
133,,-1,X_X_LOWER
3283,CH,51,C_1973_MID
1169,uruguay,53,U_1971_UPPER
2060,arg,51,A_1973_MID
2173,Mexico,75,M_1949_LOWER
2310,URU,71,U_1953_UPPER
4950,Brazil,27,B_1997_LOWER
4903,BRA,77,B_1947_MID
423,Uruguay,56,U_1968_MID
1761,CH,58,C_1966_MID
1057,Mexico,58,M_1966_UPPER
1291,CH,43,C_1981_UPPER
567,argentina,65,A_1959_MID
4350,CH,-1,C_X_LOWER
4041,Paraguay,-1,P_X_LOWER
604,México,-1,M_X_UPPER
1905,Brazil,65,B_1959_MID
4589,Uruguay,19,U_2005_LOWER
1036,argentina,33,A_1991_MID
2147,Mexico,76,M_1948_UPPER
782,MEX,74,M_1950_UPPER
3146,URU,48,U_1976_LOWER
1915,Brasil,43,B_1981_UPPER
4795,URU,-1,U_X_LOWER
106,Brasil,74,B_1950_UPPER
2213,Mexico,-1,M_X_LOWER
3651,Paraguay,68,P_1956_MID
2157,Brazil,46,B_1978_LOWER
274,URU,79,U_1945_UPPER
1388,Uruguay,-1,U_X_MID
1619,URU,-1,U_X_MID
3104,Mexico,70,M_1954_UPPER
3085,Brasil,70,B_1954_UPPER
3331,uruguay,54,U_1970_LOWER
572,MEX,56,M_1968_LOWER
503,Uruguay,47,U_1977_UPPER
2546,Mexico,77,M_1947_UPPER
3418,Brasil,36,B_1988_MID
1033,Paraguay,42,P_1982_LOWER
3903,Brasil,51,B_1973_LOWER
4909,URU,-1,U_X_LOWER
3174,PAR,68,P_1956_UPPER
4319,Brasil,56,B_1968_UPPER
2319,Paraguay,75,P_1949_LOWER
1586,Mexico,-1,M_X_MID
636,arg,41,A_1983_UPPER
3106,arg,35,A_1989_LOWER
4980,Argentina,54,A_1970_LOWER
2165,Mexico,30,M_1994_UPPER
689,Chile,53,C_1971_LOWER
1073,Paraguay,37,P_1987_MID
3500,Uruguay,61,U_1963_MID
1661,CH,63,C_1961_LOWER
1731,BRA,39,B_1985_MID
1754,arg,63,A_1961_UPPER
3364,argentina,47,A_1977_LOWER
3627,URU,41,U_1983_MID
2432,Argentina,-1,A_X_LOWER
638,Uruguay,23,U_2001_MID
1427,,33,X_1991_MID
3068,Brasil,63,B_1961_LOWER
4970,uruguay,76,U_1948_UPPER
2385,URU,43,U_1981_LOWER
2333,Mexico,-1,M_X_MID
176,Argentina,34,A_1990_MID
1460,Argentina,56,A_1968_LOWER
3977,Brasil,56,B_1968_UPPER
4082,chile,43,C_1981_MID
3798,chile,-1,C_X_MID
4444,Mexico,76,M_1948_UPPER
1830,México,66,M_1958_LOWER
508,URU,30,U_1994_LOWER
2420,Paraguay,76,P_1948_MID
1820,BRA,71,B_1953_UPPER
1674,Uruguay,56,U_1968_LOWER
4386,Argentina,-1,A_X_LOWER
1851,,62,X_1962_MID
438,Uruguay,47,U_1977_MID
2338,Brasil,-1,B_X_LOWER
2940,Paraguay,28,P_1996_LOWER
3876,arg,67,A_1957_UPPER
4075,Brazil,55,B_1969_LOWER
2839,BRA,48,B_1976_LOWER
628,BRA,63,B_1961_MID
4415,México,44,M_1980_UPPER
2761,Paraguay,34,P_1990_LOWER
4058,Paraguay,58,P_1966_LOWER
2772,Uruguay,21,U_2003_MID
810,,43,X_1981_UPPER
1811,arg,37,A_1987_MID
3366,CH,82,C_1942_MID
2424,CH,72,C_1952_UPPER
3149,México,36,M_1988_UPPER
2270,CH,63,C_1961_LOWER
3516,Mexico,79,M_1945_UPPER
1593,chile,77,C_1947_MID
3947,,41,X_1983_MID
2888,Argentina,50,A_1974_UPPER
115,uruguay,76,U_1948_MID
3224,Argentina,-1,A_X_LOWER
836,uruguay,75,U_1949_MID
2368,arg,56,A_1968_LOWER
463,Brasil,-1,B_X_MID
2970,México,69,M_1955_UPPER
2448,CH,86,C_1938_UPPER
3489,Mexico,74,M_1950_UPPER
4178,Brasil,-1,B_X_UPPER
4419,Chile,44,C_1980_MID
2416,chile,-1,C_X_MID
3893,Paraguay,34,P_1990_LOWER
4101,Uruguay,-1,U_X_MID
1680,Brasil,44,B_1980_UPPER
1932,chile,46,C_1978_MID
3960,arg,68,A_1956_LOWER
1676,Uruguay,50,U_1974_MID
3746,argentina,55,A_1969_MID
4137,PAR,50,P_1974_LOWER
74,chile,86,C_1938_LOWER
3643,URU,68,U_1956_MID
121,Paraguay,65,P_1959_MID
2257,Paraguay,49,P_1975_LOWER
2823,PAR,54,P_1970_LOWER
3090,PAR,71,P_1953_MID
793,PAR,71,P_1953_UPPER
2371,Brasil,74,B_1950_LOWER
447,argentina,52,A_1972_LOWER
2915,México,35,M_1989_UPPER
4251,MEX,29,M_1995_MID
2773,Paraguay,-1,P_X_LOWER
1161,Argentina,42,A_1982_LOWER
2792,Chile,46,C_1978_MID
1233,Paraguay,77,P_1947_LOWER
3807,México,64,M_1960_MID
4438,URU,-1,U_X_MID
2090,Brasil,-1,B_X_LOWER
3863,Uruguay,-1,U_X_MID
4296,Argentina,42,A_1982_MID
4843,MEX,-1,M_X_MID
377,Argentina,45,A_1979_UPPER
3817,Paraguay,39,P_1985_MID
3748,arg,73,A_1951_UPPER
703,chile,-1,C_X_UPPER
3038,México,75,M_1949_UPPER
1588,Paraguay,55,P_1969_MID
1126,BRA,65,B_1959_MID
3831,BRA,33,B_1991_LOWER
701,CH,77,C_1947_UPPER
3878,uruguay,71,U_1953_UPPER
3344,,55,X_1969_UPPER
4007,Brazil,34,B_1990_LOWER
3096,Paraguay,70,P_1954_LOWER
4380,URU,55,U_1969_UPPER
2403,PAR,76,P_1948_UPPER
3478,URU,-1,U_X_LOWER
1113,MEX,38,M_1986_UPPER
1299,URU,39,U_1985_UPPER
3987,México,59,M_1965_LOWER
4951,Brasil,63,B_1961_MID
4195,Paraguay,33,P_1991_LOWER
827,Paraguay,70,P_1954_MID
1920,Paraguay,50,P_1974_LOWER
1163,BRA,57,B_1967_UPPER
4197,Uruguay,67,U_1957_MID
4792,argentina,51,A_1973_LOWER
1756,uruguay,50,U_1974_MID
1989,Chile,46,C_1978_LOWER
3401,CH,73,C_1951_UPPER
1801,uruguay,61,U_1963_MID
4124,Uruguay,65,U_1959_MID
2238,arg,71,A_1953_MID
4148,Paraguay,48,P_1976_LOWER
4588,Argentina,52,A_1972_MID
2730,México,37,M_1987_LOWER
4179,Mexico,63,M_1961_LOWER
2231,México,44,M_1980_MID
934,chile,44,C_1980_LOWER
2051,URU,71,U_1953_UPPER
412,Brasil,79,B_1945_UPPER
1486,Brazil,-1,B_X_LOWER
2770,Chile,48,C_1976_UPPER
4574,Uruguay,50,U_1974_MID
2611,arg,-1,A_X_MID
2722,chile,39,C_1985_MID
25,arg,50,A_1974_UPPER
1140,uruguay,35,U_1989_LOWER
2206,chile,64,C_1960_LOWER
4229,Chile,74,C_1950_MID
1237,Mexico,44,M_1980_LOWER
2965,Argentina,70,A_1954_LOWER
2346,arg,68,A_1956_LOWER
850,Brazil,64,B_1960_MID
2959,PAR,59,P_1965_MID
2440,Argentina,81,A_1943_UPPER
1049,Uruguay,69,U_1955_MID
4113,CH,65,C_1959_LOWER
4344,BRA,49,B_1975_LOWER
2079,PAR,60,P_1964_UPPER
4001,PAR,46,P_1978_UPPER
1641,México,57,M_1967_UPPER
3647,chile,79,C_1945_UPPER
1470,MEX,75,M_1949_UPPER
1936,Uruguay,20,U_2004_MID
4127,CH,-1,C_X_LOWER
3189,uruguay,52,U_1972_LOWER
740,arg,53,A_1971_LOWER
4365,Chile,66,C_1958_UPPER
4292,CH,-1,C_X_LOWER
2066,Mexico,49,M_1975_LOWER
4860,México,49,M_1975_LOWER
2343,BRA,74,B_1950_UPPER
898,arg,84,A_1940_LOWER
2840,PAR,61,P_1963_UPPER
751,Uruguay,46,U_1978_MID
601,Chile,-1,C_X_LOWER
3385,chile,42,C_1982_LOWER
4024,CH,80,C_1944_UPPER
1926,Paraguay,-1,P_X_LOWER
2871,URU,77,U_1947_UPPER
1948,México,64,M_1960_UPPER
2223,uruguay,76,U_1948_UPPER
3953,MEX,72,M_1952_UPPER
824,arg,66,A_1958_UPPER
1825,Argentina,67,A_1957_UPPER
1940,MEX,65,M_1959_LOWER
181,BRA,74,B_1950_UPPER
2894,Brazil,64,B_1960_MID
4249,uruguay,64,U_1960_UPPER
2209,BRA,79,B_1945_UPPER
2551,chile,66,C_1958_UPPER
4081,Chile,81,C_1943_LOWER
3025,Paraguay,71,P_1953_LOWER
4128,México,-1,M_X_UPPER
1093,Uruguay,67,U_1957_MID
3519,MEX,58,M_1966_LOWER
879,PAR,73,P_1951_UPPER
2091,Brazil,30,B_1994_UPPER
577,Chile,84,C_1940_UPPER
4118,,87,X_1937_LOWER
3301,CH,-1,C_X_LOWER
2724,Uruguay,33,U_1991_MID
3613,Paraguay,-1,P_X_LOWER
2178,Paraguay,72,P_1952_LOWER
2185,Argentina,58,A_1966_UPPER
3559,CH,62,C_1962_UPPER
4645,PAR,-1,P_X_LOWER
4844,CH,-1,C_X_UPPER
2967,URU,29,U_1995_UPPER
2084,Chile,57,C_1967_LOWER
3787,Uruguay,34,U_1990_MID
3361,CH,73,C_1951_UPPER
1212,CH,43,C_1981_UPPER
170,Mexico,60,M_1964_MID
2933,Argentina,-1,A_X_LOWER
2193,uruguay,54,U_1970_UPPER
1328,Chile,-1,C_X_LOWER
3089,Brazil,60,B_1964_UPPER
3616,arg,78,A_1946_UPPER
940,arg,47,A_1977_LOWER
2883,uruguay,28,U_1996_LOWER
673,uruguay,64,U_1960_MID
2021,URU,60,U_1964_LOWER
1406,México,53,M_1971_UPPER
146,Mexico,31,M_1993_LOWER
589,,-1,X_X_LOWER
2486,chile,61,C_1963_UPPER
4938,Uruguay,19,U_2005_MID
3129,MEX,55,M_1969_MID
3524,URU,-1,U_X_LOWER
2164,CH,48,C_1976_UPPER
2035,MEX,-1,M_X_LOWER
2619,Paraguay,53,P_1971_MID
4304,Mexico,32,M_1992_LOWER
4618,CH,59,C_1965_UPPER
2857,Uruguay,21,U_2003_LOWER
4207,Brasil,59,B_1965_MID
3503,MEX,62,M_1962_UPPER
4862,Uruguay,62,U_1962_MID
3465,BRA,69,B_1955_UPPER
346,Argentina,48,A_1976_MID
4402,Chile,43,C_1981_LOWER
3218,Brazil,27,B_1997_LOWER
3076,Brasil,61,B_1963_UPPER
4662,México,62,M_1962_LOWER
785,arg,65,A_1959_LOWER
481,Paraguay,32,P_1992_LOWER
303,BRA,-1,B_X_MID
1563,Chile,67,C_1957_UPPER
1710,Paraguay,66,P_1958_LOWER
4697,Paraguay,56,P_1968_LOWER
1257,chile,63,C_1961_UPPER
1121,CH,70,C_1954_UPPER
3733,CH,85,C_1939_UPPER
4868,Argentina,46,A_1978_MID
3966,Brazil,40,B_1984_LOWER
2929,Uruguay,18,U_2006_MID
2012,argentina,73,A_1951_UPPER
1167,Uruguay,64,U_1960_MID
966,chile,41,C_1983_LOWER
3490,URU,34,U_1990_LOWER
758,Uruguay,38,U_1986_MID
4080,MEX,29,M_1995_UPPER
4836,argentina,41,A_1983_MID
3761,Brazil,73,B_1951_UPPER
4391,arg,46,A_1978_LOWER
2921,Brasil,36,B_1988_UPPER
441,Uruguay,62,U_1962_MID
56,arg,76,A_1948_MID
4709,arg,35,A_1989_UPPER
3585,Brazil,27,B_1997_LOWER
3086,BRA,41,B_1983_UPPER
4483,argentina,64,A_1960_LOWER
4983,México,67,M_1957_LOWER
428,Argentina,-1,A_X_LOWER
1168,Brazil,36,B_1988_MID
2860,PAR,79,P_1945_UPPER
2694,CH,40,C_1984_UPPER
1489,Mexico,48,M_1976_UPPER
474,Mexico,29,M_1995_LOWER
433,arg,71,A_1953_UPPER
268,Uruguay,-1,U_X_MID
391,BRA,54,B_1970_MID
3937,uruguay,34,U_1990_LOWER
801,Argentina,-1,A_X_LOWER
3623,Paraguay,33,P_1991_MID
2055,argentina,45,A_1979_LOWER
4278,uruguay,55,U_1969_UPPER
873,argentina,34,A_1990_MID
1788,MEX,48,M_1976_LOWER
1968,Uruguay,35,U_1989_MID
1078,Mexico,34,M_1990_MID
4761,CH,74,C_1950_UPPER
4321,Chile,56,C_1968_LOWER
4643,Mexico,44,M_1980_MID
3727,BRA,-1,B_X_LOWER
3687,URU,71,U_1953_UPPER
100,Argentina,81,A_1943_LOWER
3624,Argentina,83,A_1941_UPPER
543,Paraguay,59,P_1965_LOWER
1634,Brasil,53,B_1971_UPPER
2656,arg,-1,A_X_LOWER
973,Chile,65,C_1959_MID
1866,PAR,53,P_1971_UPPER
4062,,78,X_1946_UPPER
4620,PAR,-1,P_X_LOWER
3832,Mexico,79,M_1945_UPPER
4347,Brasil,-1,B_X_LOWER
1287,MEX,32,M_1992_MID
2779,Uruguay,39,U_1985_MID
2588,MEX,42,M_1982_LOWER
1961,chile,65,C_1959_MID
4272,argentina,67,A_1957_UPPER
3649,Uruguay,20,U_2004_MID
1995,PAR,51,P_1973_UPPER
1063,Brasil,42,B_1982_UPPER
500,Uruguay,60,U_1964_MID
1611,Chile,48,C_1976_UPPER
4754,chile,57,C_1967_MID
209,México,39,M_1985_MID
4204,Argentina,76,A_1948_MID
3434,arg,65,A_1959_LOWER
3850,chile,74,C_1950_UPPER
2358,Uruguay,29,U_1995_MID
3894,URU,29,U_1995_LOWER
3562,argentina,72,A_1952_UPPER
4068,Brazil,36,B_1988_UPPER
2093,BRA,55,B_1969_LOWER
2109,CH,51,C_1973_UPPER
1880,,72,X_1952_UPPER
1757,Uruguay,41,U_1983_MID
3399,CH,68,C_1956_UPPER
3501,Brasil,75,B_1949_UPPER
1047,Mexico,50,M_1974_MID
2418,chile,79,C_1945_UPPER
664,argentina,61,A_1963_MID
169,URU,53,U_1971_UPPER
3698,Brazil,42,B_1982_UPPER
3039,CH,57,C_1967_LOWER
3885,uruguay,69,U_1955_UPPER
4295,Paraguay,59,P_1965_LOWER
2680,Argentina,55,A_1969_LOWER
3177,Argentina,59,A_1965_LOWER
1067,arg,84,A_1940_LOWER
2780,Brasil,78,B_1946_UPPER
4167,chile,41,C_1983_MID
657,argentina,-1,A_X_LOWER
3404,chile,72,C_1952_UPPER
3558,argentina,57,A_1967_LOWER
2702,Chile,68,C_1956_MID
2384,PAR,55,P_1969_LOWER
4165,Brasil,-1,B_X_MID
1197,PAR,48,P_1976_MID
408,chile,42,C_1982_MID
1421,Uruguay,38,U_1986_MID
2705,Brazil,33,B_1991_UPPER
1990,Brasil,57,B_1967_UPPER
3513,Argentina,35,A_1989_LOWER
4125,,-1,X_X_MID
3249,Argentina,76,A_1948_LOWER
2600,uruguay,40,U_1984_MID
2492,PAR,28,P_1996_LOWER
3028,arg,82,A_1942_UPPER
1642,Uruguay,49,U_1975_MID
3826,Brasil,76,B_1948_UPPER
1842,Uruguay,36,U_1988_MID
3535,BRA,77,B_1947_LOWER
3293,Uruguay,65,U_1959_MID
67,URU,41,U_1983_LOWER
3079,URU,78,U_1946_LOWER
2831,,-1,X_X_LOWER
308,arg,64,A_1960_LOWER
1908,Chile,38,C_1986_MID
4841,México,52,M_1972_UPPER
4,uruguay,60,U_1964_UPPER
741,BRA,-1,B_X_MID
1681,Brazil,61,B_1963_MID
931,México,-1,M_X_LOWER
279,Mexico,44,M_1980_MID
1348,PAR,-1,P_X_LOWER
3995,BRA,75,B_1949_MID
1077,México,30,M_1994_LOWER
1583,Uruguay,37,U_1987_MID
755,BRA,73,B_1951_LOWER
2775,PAR,64,P_1960_MID
864,uruguay,70,U_1954_UPPER
3583,chile,56,C_1968_UPPER
4881,Chile,51,C_1973_MID
1580,URU,40,U_1984_LOWER
3800,Paraguay,48,P_1976_LOWER
365,,56,X_1968_UPPER
175,uruguay,41,U_1983_MID
681,Paraguay,65,P_1959_LOWER
2904,Chile,39,C_1985_MID
2141,Argentina,44,A_1980_LOWER
4202,Argentina,35,A_1989_LOWER
1748,México,67,M_1957_MID
1497,Brasil,68,B_1956_LOWER
1665,chile,39,C_1985_UPPER
2815,URU,57,U_1967_LOWER
4834,Mexico,55,M_1969_MID
2111,arg,63,A_1961_UPPER
757,CH,52,C_1972_UPPER
4768,BRA,60,B_1964_LOWER
4916,CH,48,C_1976_LOWER
2293,MEX,30,M_1994_MID
2268,Chile,63,C_1961_UPPER
4215,CH,75,C_1949_MID
453,MEX,79,M_1945_UPPER
4034,arg,69,A_1955_LOWER
4312,Mexico,-1,M_X_LOWER
4654,chile,57,C_1967_LOWER
4428,arg,36,A_1988_UPPER
2197,Uruguay,30,U_1994_MID
1877,,41,X_1983_UPPER
4200,PAR,68,P_1956_UPPER
211,Mexico,46,M_1978_LOWER
475,México,41,M_1983_LOWER
1298,argentina,70,A_1954_UPPER
3658,Paraguay,30,P_1994_MID
4061,Brasil,59,B_1965_UPPER
2828,MEX,41,M_1983_LOWER
144,Brazil,57,B_1967_UPPER
2279,MEX,52,M_1972_MID
1974,CH,37,C_1987_MID
3860,URU,-1,U_X_MID
4837,Brazil,-1,B_X_UPPER
4750,CH,49,C_1975_UPPER
4020,PAR,38,P_1986_UPPER
296,Argentina,82,A_1942_LOWER
4800,chile,64,C_1960_UPPER
4791,argentina,-1,A_X_MID
722,México,-1,M_X_LOWER
3360,URU,-1,U_X_UPPER
4077,Argentina,72,A_1952_UPPER
662,chile,47,C_1977_UPPER
2982,URU,70,U_1954_MID
3650,Brazil,54,B_1970_LOWER
568,Uruguay,-1,U_X_MID
1647,MEX,46,M_1978_UPPER
1622,Brazil,31,B_1993_LOWER
315,URU,74,U_1950_LOWER
3419,Mexico,69,M_1955_UPPER
1227,Uruguay,30,U_1994_MID
1301,México,71,M_1953_LOWER
3706,,-1,X_X_MID
4176,Uruguay,27,U_1997_MID
3782,URU,46,U_1978_LOWER
2089,México,41,M_1983_UPPER
1485,URU,51,U_1973_LOWER
1624,BRA,58,B_1966_MID
854,URU,53,U_1971_UPPER
1719,Paraguay,60,P_1964_MID
4805,BRA,-1,B_X_LOWER
1656,Argentina,54,A_1970_UPPER
4585,URU,52,U_1972_UPPER
54,Argentina,77,A_1947_LOWER
1367,Uruguay,43,U_1981_MID
1060,URU,29,U_1995_UPPER
4519,arg,61,A_1963_LOWER
1000,uruguay,66,U_1958_MID
472,Brasil,62,B_1962_UPPER
1673,PAR,53,P_1971_LOWER
1725,Chile,59,C_1965_MID
2798,Chile,47,C_1977_LOWER
1305,BRA,42,B_1982_UPPER
2586,arg,62,A_1962_LOWER
2689,CH,38,C_1986_MID
4785,URU,34,U_1990_LOWER
795,,28,X_1996_MID
4815,Uruguay,53,U_1971_MID
3285,arg,76,A_1948_UPPER
1338,Mexico,40,M_1984_LOWER
2047,Argentina,-1,A_X_LOWER
949,argentina,63,A_1961_LOWER
2595,Chile,-1,C_X_UPPER
4334,BRA,71,B_1953_UPPER
4116,,50,X_1974_LOWER
1366,uruguay,47,U_1977_LOWER
1946,Uruguay,42,U_1982_MID
3110,Brasil,56,B_1968_UPPER
4424,argentina,46,A_1978_UPPER
1895,Argentina,-1,A_X_LOWER
3493,Argentina,38,A_1986_MID
208,Mexico,66,M_1958_LOWER
3083,URU,35,U_1989_UPPER
3738,URU,47,U_1977_LOWER
4904,MEX,44,M_1980_UPPER
2069,URU,79,U_1945_MID
4577,PAR,31,P_1993_LOWER
1890,Mexico,73,M_1951_MID
207,,39,X_1985_MID
4703,uruguay,79,U_1945_UPPER
3997,Uruguay,31,U_1993_MID
1044,Paraguay,-1,P_X_MID
1660,arg,-1,A_X_LOWER
1859,Brasil,-1,B_X_LOWER
3703,URU,31,U_1993_LOWER
1480,arg,49,A_1975_LOWER
2149,BRA,28,B_1996_LOWER
1110,MEX,70,M_1954_UPPER
3441,BRA,51,B_1973_LOWER
3743,México,79,M_1945_UPPER
449,argentina,46,A_1978_MID
2115,Paraguay,67,P_1957_MID
1290,Chile,-1,C_X_LOWER
2462,Brazil,59,B_1965_UPPER
779,Chile,69,C_1955_MID
3144,México,75,M_1949_MID
2784,PAR,66,P_1958_UPPER
2877,Mexico,58,M_1966_UPPER
4473,CH,74,C_1950_MID
1742,BRA,-1,B_X_LOWER
4582,PAR,59,P_1965_LOWER
1424,Chile,62,C_1962_MID
3099,MEX,38,M_1986_LOWER
3760,Argentina,43,A_1981_LOWER
3033,CH,59,C_1965_LOWER
201,,47,X_1977_LOWER
490,Chile,80,C_1944_UPPER
4299,argentina,61,A_1963_MID
3192,México,52,M_1972_UPPER
2179,Mexico,-1,M_X_LOWER
1836,Brasil,-1,B_X_UPPER
4895,uruguay,65,U_1959_LOWER
4133,Brasil,76,B_1948_UPPER
4758,Argentina,81,A_1943_UPPER
2800,argentina,-1,A_X_MID
3697,Argentina,72,A_1952_UPPER
1728,CH,85,C_1939_UPPER
1129,,64,X_1960_UPPER
3797,Paraguay,57,P_1967_LOWER
1311,México,-1,M_X_LOWER
4039,PAR,50,P_1974_LOWER
1441,Chile,56,C_1968_MID
683,Mexico,28,M_1996_LOWER
314,BRA,48,B_1976_LOWER
4540,MEX,69,M_1955_UPPER
4264,México,60,M_1964_LOWER
630,Mexico,46,M_1978_MID
102,Chile,52,C_1972_MID
2690,Argentina,73,A_1951_LOWER
1242,Brasil,49,B_1975_MID
2675,Argentina,47,A_1977_UPPER
2837,Chile,73,C_1951_UPPER
2715,CH,84,C_1940_UPPER
4366,México,44,M_1980_LOWER
